222.243.64.0|222.243.64.171|3740483584|3740483755|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.64.172|222.243.64.172|3740483756|3740483756|亚洲|中国|湖南|邵阳|邵东|电信|430521|China|CN|111.74441|27.2584
222.243.64.173|222.243.69.133|3740483757|3740484997|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.69.134|222.243.69.134|3740484998|3740484998|亚洲|中国|湖南|邵阳|邵东|电信|430521|China|CN|111.74441|27.2584
222.243.69.135|222.243.75.94|3740484999|3740486494|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.75.95|222.243.75.95|3740486495|3740486495|亚洲|中国|湖南|邵阳|邵东|电信|430521|China|CN|111.74441|27.2584
222.243.75.96|222.243.75.125|3740486496|3740486525|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.75.126|222.243.75.126|3740486526|3740486526|亚洲|中国|湖南|邵阳|邵东|电信|430521|China|CN|111.74441|27.2584
222.243.75.127|222.243.77.138|3740486527|3740487050|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.77.139|222.243.77.139|3740487051|3740487051|亚洲|中国|湖南|邵阳|邵东|电信|430521|China|CN|111.74441|27.2584
222.243.77.140|222.243.77.250|3740487052|3740487162|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.77.251|222.243.77.251|3740487163|3740487163|亚洲|中国|湖南|邵阳|邵阳|电信|430523|China|CN|111.27459|26.99143
222.243.77.252|222.243.86.115|3740487164|3740489331|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.86.116|222.243.86.116|3740489332|3740489332|亚洲|中国|湖南|邵阳|邵东|电信|430521|China|CN|111.74441|27.2584
222.243.86.117|222.243.87.88|3740489333|3740489560|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.87.89|222.243.87.89|3740489561|3740489561|亚洲|中国|湖南|邵阳|邵东|电信|430521|China|CN|111.74441|27.2584
222.243.87.90|222.243.91.148|3740489562|3740490644|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.91.149|222.243.91.238|3740490645|3740490734|亚洲|中国|湖南|邵阳|邵东|电信|430521|China|CN|111.74441|27.2584
222.243.91.239|222.243.92.1|3740490735|3740490753|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.2|222.243.92.4|3740490754|3740490756|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.5|222.243.92.17|3740490757|3740490769|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.18|222.243.92.18|3740490770|3740490770|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.19|222.243.92.48|3740490771|3740490800|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.49|222.243.92.49|3740490801|3740490801|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.50|222.243.92.59|3740490802|3740490811|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.60|222.243.92.64|3740490812|3740490816|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.65|222.243.92.65|3740490817|3740490817|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.66|222.243.92.66|3740490818|3740490818|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.67|222.243.92.67|3740490819|3740490819|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.68|222.243.92.69|3740490820|3740490821|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.70|222.243.92.70|3740490822|3740490822|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.71|222.243.92.71|3740490823|3740490823|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.72|222.243.92.73|3740490824|3740490825|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.74|222.243.92.74|3740490826|3740490826|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.75|222.243.92.76|3740490827|3740490828|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.77|222.243.92.77|3740490829|3740490829|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.78|222.243.92.79|3740490830|3740490831|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.80|222.243.92.81|3740490832|3740490833|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.82|222.243.92.87|3740490834|3740490839|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.88|222.243.92.88|3740490840|3740490840|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.89|222.243.92.98|3740490841|3740490850|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.99|222.243.92.99|3740490851|3740490851|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.100|222.243.92.101|3740490852|3740490853|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.102|222.243.92.102|3740490854|3740490854|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.103|222.243.92.104|3740490855|3740490856|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.92.105|222.243.92.105|3740490857|3740490857|亚洲|中国|湖南|邵阳|隆回|电信|430524|China|CN|111.03216|27.10937
222.243.92.106|222.243.93.19|3740490858|3740491027|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.93.20|222.243.93.20|3740491028|3740491028|亚洲|中国|湖南|邵阳|邵阳|电信|430523|China|CN|111.27459|26.99143
222.243.93.21|222.243.93.29|3740491029|3740491037|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.93.30|222.243.93.30|3740491038|3740491038|亚洲|中国|湖南|邵阳|邵阳|电信|430523|China|CN|111.27459|26.99143
222.243.93.31|222.243.93.48|3740491039|3740491056|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.93.49|222.243.93.49|3740491057|3740491057|亚洲|中国|湖南|邵阳|邵阳|电信|430523|China|CN|111.27459|26.99143
222.243.93.50|222.243.93.54|3740491058|3740491062|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.93.55|222.243.93.55|3740491063|3740491063|亚洲|中国|湖南|邵阳|邵阳|电信|430523|China|CN|111.27459|26.99143
222.243.93.56|222.243.94.221|3740491064|3740491485|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.94.222|222.243.94.222|3740491486|3740491486|亚洲|中国|湖南|邵阳|新宁|电信|430528|China|CN|110.85131|26.42936
222.243.94.223|222.243.95.1|3740491487|3740491521|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.2|222.243.95.2|3740491522|3740491522|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.3|222.243.95.3|3740491523|3740491523|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.4|222.243.95.7|3740491524|3740491527|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.8|222.243.95.9|3740491528|3740491529|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.10|222.243.95.11|3740491530|3740491531|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.12|222.243.95.17|3740491532|3740491537|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.18|222.243.95.18|3740491538|3740491538|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.19|222.243.95.20|3740491539|3740491540|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.21|222.243.95.21|3740491541|3740491541|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.22|222.243.95.22|3740491542|3740491542|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.23|222.243.95.23|3740491543|3740491543|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.24|222.243.95.28|3740491544|3740491548|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.29|222.243.95.29|3740491549|3740491549|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.30|222.243.95.42|3740491550|3740491562|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.43|222.243.95.43|3740491563|3740491563|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.44|222.243.95.60|3740491564|3740491580|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.61|222.243.95.61|3740491581|3740491581|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.62|222.243.95.63|3740491582|3740491583|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.64|222.243.95.64|3740491584|3740491584|亚洲|中国|湖南|邵阳|绥宁|电信|430527|China|CN|110.15576|26.58636
222.243.95.65|222.243.95.129|3740491585|3740491649|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.130|222.243.95.131|3740491650|3740491651|亚洲|中国|湖南|邵阳|城步|电信|430529|China|CN|110.3222|26.39048
222.243.95.132|222.243.95.132|3740491652|3740491652|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.133|222.243.95.150|3740491653|3740491670|亚洲|中国|湖南|邵阳|城步|电信|430529|China|CN|110.3222|26.39048
222.243.95.151|222.243.95.152|3740491671|3740491672|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.153|222.243.95.154|3740491673|3740491674|亚洲|中国|湖南|邵阳|城步|电信|430529|China|CN|110.3222|26.39048
222.243.95.155|222.243.95.156|3740491675|3740491676|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.95.157|222.243.95.158|3740491677|3740491678|亚洲|中国|湖南|邵阳|城步|电信|430529|China|CN|110.3222|26.39048
222.243.95.159|222.243.111.255|3740491679|3740495871|亚洲|中国|湖南|邵阳||电信|430500|China|CN|111.46923|27.237842
222.243.112.0|222.243.127.255|3740495872|3740499967|亚洲|中国|湖南|衡阳||电信|430400|China|CN|112.607693|26.900358
222.243.128.0|222.243.163.24|3740499968|3740508952|亚洲|中国|湖南|湘潭||电信|430300|China|CN|112.925083|27.846725
222.243.163.25|222.243.163.25|3740508953|3740508953|亚洲|中国|湖南|湘潭|雨湖|电信|430302|China|CN|112.90399|27.86859
222.243.163.26|222.243.163.114|3740508954|3740509042|亚洲|中国|湖南|湘潭||电信|430300|China|CN|112.925083|27.846725
222.243.163.115|222.243.165.4|3740509043|3740509444|亚洲|中国|湖南|湘潭|雨湖|电信|430302|China|CN|112.90399|27.86859
222.243.165.5|222.243.179.255|3740509445|3740513279|亚洲|中国|湖南|湘潭|岳塘|电信|430304|China|CN|112.9606|27.85784
222.243.180.0|222.243.191.255|3740513280|3740516351|亚洲|中国|湖南|湘潭||电信|430300|China|CN|112.925083|27.846725
222.243.192.0|222.243.192.1|3740516352|3740516353|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.2|222.243.192.2|3740516354|3740516354|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.3|222.243.192.3|3740516355|3740516355|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.4|222.243.192.6|3740516356|3740516358|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.7|222.243.192.9|3740516359|3740516361|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.10|222.243.192.12|3740516362|3740516364|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.13|222.243.192.13|3740516365|3740516365|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.14|222.243.192.14|3740516366|3740516366|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.15|222.243.192.17|3740516367|3740516369|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.18|222.243.192.18|3740516370|3740516370|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.19|222.243.192.20|3740516371|3740516372|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.21|222.243.192.21|3740516373|3740516373|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.22|222.243.192.25|3740516374|3740516377|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.26|222.243.192.29|3740516378|3740516381|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.30|222.243.192.33|3740516382|3740516385|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.34|222.243.192.34|3740516386|3740516386|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.35|222.243.192.35|3740516387|3740516387|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.36|222.243.192.36|3740516388|3740516388|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.37|222.243.192.37|3740516389|3740516389|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.38|222.243.192.38|3740516390|3740516390|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.39|222.243.192.41|3740516391|3740516393|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.42|222.243.192.42|3740516394|3740516394|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.43|222.243.192.43|3740516395|3740516395|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.44|222.243.192.46|3740516396|3740516398|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.47|222.243.192.49|3740516399|3740516401|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.50|222.243.192.52|3740516402|3740516404|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.53|222.243.192.57|3740516405|3740516409|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.58|222.243.192.58|3740516410|3740516410|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.59|222.243.192.59|3740516411|3740516411|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.60|222.243.192.60|3740516412|3740516412|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.61|222.243.192.61|3740516413|3740516413|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.62|222.243.192.62|3740516414|3740516414|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.63|222.243.192.65|3740516415|3740516417|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.66|222.243.192.70|3740516418|3740516422|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.71|222.243.192.77|3740516423|3740516429|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.78|222.243.192.78|3740516430|3740516430|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.79|222.243.192.105|3740516431|3740516457|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.106|222.243.192.107|3740516458|3740516459|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.108|222.243.192.108|3740516460|3740516460|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.109|222.243.192.109|3740516461|3740516461|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.110|222.243.192.146|3740516462|3740516498|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.147|222.243.192.148|3740516499|3740516500|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.149|222.243.192.153|3740516501|3740516505|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.154|222.243.192.155|3740516506|3740516507|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.156|222.243.192.169|3740516508|3740516521|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.170|222.243.192.171|3740516522|3740516523|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.172|222.243.192.172|3740516524|3740516524|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.173|222.243.192.174|3740516525|3740516526|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.175|222.243.192.178|3740516527|3740516530|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.179|222.243.192.179|3740516531|3740516531|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.180|222.243.192.180|3740516532|3740516532|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.181|222.243.192.182|3740516533|3740516534|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.183|222.243.192.186|3740516535|3740516538|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.187|222.243.192.187|3740516539|3740516539|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.188|222.243.192.217|3740516540|3740516569|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.218|222.243.192.218|3740516570|3740516570|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.219|222.243.192.227|3740516571|3740516579|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.192.228|222.243.192.228|3740516580|3740516580|亚洲|中国|湖南|永州|宁远|电信|431126|China|CN|111.94625|25.56913
222.243.192.229|222.243.193.37|3740516581|3740516645|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.38|222.243.193.38|3740516646|3740516646|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.39|222.243.193.67|3740516647|3740516675|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.68|222.243.193.68|3740516676|3740516676|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.69|222.243.193.69|3740516677|3740516677|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.70|222.243.193.70|3740516678|3740516678|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.71|222.243.193.74|3740516679|3740516682|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.75|222.243.193.75|3740516683|3740516683|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.76|222.243.193.76|3740516684|3740516684|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.77|222.243.193.77|3740516685|3740516685|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.78|222.243.193.89|3740516686|3740516697|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.90|222.243.193.90|3740516698|3740516698|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.91|222.243.193.114|3740516699|3740516722|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.115|222.243.193.116|3740516723|3740516724|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.117|222.243.193.122|3740516725|3740516730|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.123|222.243.193.123|3740516731|3740516731|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.124|222.243.193.153|3740516732|3740516761|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.154|222.243.193.154|3740516762|3740516762|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.155|222.243.193.156|3740516763|3740516764|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.157|222.243.193.157|3740516765|3740516765|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.158|222.243.193.188|3740516766|3740516796|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
222.243.193.189|222.243.193.189|3740516797|3740516797|亚洲|中国|湖南|永州|新田|电信|431128|China|CN|112.22103|25.9095
222.243.193.190|222.243.193.194|3740516798|3740516802|亚洲|中国|湖南|永州||电信|431100|China|CN|111.608019|26.434516
